Data,Iprec
280.29,0
280.33,0
280.38,0
280.42,0
280.46,0
280.5,0
280.54,0
280.58,0
280.63,0
280.67,0
280.71,0
280.75,0
280.79,0
280.83,0
280.88,0
280.92,0
280.96,0
281,0
281.04,0
281.08,0
281.13,0
281.17,0
281.21,0
281.25,0
281.29,0
281.33,0.2
281.38,0
281.42,0
281.46,0.2
281.5,0.2
281.54,0.4
281.58,0.2
281.63,0
281.67,0
281.71,0
281.75,0
281.79,0
281.83,1.2
281.88,0
281.92,0.8
281.96,0.6
282,0
282.04,0
282.08,0
282.13,0
282.17,0
282.21,0
282.25,0
282.29,0
282.33,0
282.38,0
282.42,0
282.46,0
282.5,0
282.54,0
282.58,0
282.63,0
282.67,0
282.71,0
282.75,0
282.79,0
282.83,0
282.88,0
282.92,0
282.96,0
283,0
283.04,0
283.08,0
283.13,0
283.17,0
283.21,0
283.25,0
283.29,0
283.33,0
283.38,0
283.42,0
283.46,0
283.5,0
283.54,0
283.58,0.4
283.63,0.2
283.67,1.4
283.71,4.8
283.75,6
283.79,0.2
283.83,1.6
283.88,4
283.92,6.6
283.96,4.8
284,0.8
284.04,0
284.08,0
284.13,0
284.17,0
284.21,0.2
284.25,0
284.29,0
284.33,0
284.38,0
284.42,0
284.46,0
284.5,0
284.54,0
284.58,0
284.63,0
284.67,0
284.71,0
284.75,0
284.79,0
284.83,0
284.88,0
284.92,0.2
284.96,1.6
285,0.2
285.04,0
285.08,0
285.13,0
285.17,0
285.21,0
285.25,0
285.29,0
285.33,0
285.38,0
285.42,0
285.46,0
285.5,0
285.54,0
285.58,0
285.63,0
285.67,0
285.71,0
285.75,0
285.79,0
285.83,0
285.88,0
285.92,0
285.96,0
286,0
286.04,0
286.08,0
286.13,0.2
286.17,0
286.21,0
286.25,0
286.29,0
286.33,0
286.38,0
286.42,0
286.46,0
286.5,0.2
286.54,0
286.58,0
286.63,0
286.67,0
286.71,0
286.75,0
286.79,0
286.83,0
286.88,0
286.92,0
286.96,0
287,0
287.04,0
287.08,0
287.13,0
287.17,0
287.21,0
287.25,0
287.29,0
287.33,0
287.38,0
287.42,0
287.46,0
287.5,0
287.54,0
287.58,0
287.63,0
287.67,0
287.71,0
287.75,0
287.79,0
287.83,0
287.88,0
287.92,0
287.96,0
288,0
288.04,0
288.08,0
288.13,0
288.17,0
288.21,0
288.25,0
288.29,0
288.33,0
288.38,0
288.42,0
288.46,0
288.5,0
288.54,0
288.58,0
288.63,0
288.67,0
288.71,0
288.75,0
288.79,0
288.83,0
288.88,0
288.92,0
288.96,0
289,0
289.04,0
289.08,0
289.13,0
289.17,0
289.21,0
289.25,0
289.29,0
289.33,0
289.38,0
289.42,0
289.46,0
289.5,0
289.54,0
289.58,0
289.63,0
289.67,0.4
289.71,0.2
289.75,0.2
289.79,0.2
289.83,0
289.88,0
289.92,0
289.96,0
290,0
290.04,0
290.08,0
290.13,0
290.17,0
290.21,0
290.25,0
290.29,0.6
290.33,0.6
290.38,0.6
290.42,0.8
290.46,3.2
290.5,0.2
290.54,0
290.58,0
290.63,0
290.67,0
290.71,0
290.75,0
290.79,0.2
290.83,0
290.88,0
290.92,0
290.96,0
291,0
291.04,0.2
291.08,0
291.13,0
291.17,0
291.21,3.2
291.25,1.2
291.29,0.6
291.33,0.6
291.38,1.2
291.42,1.4
291.46,1.8
291.5,0.6
291.54,0.8
291.58,3.2
291.63,2
291.67,0.6
291.71,0.4
291.75,0.2
291.79,0
291.83,0
291.88,0
291.92,0
291.96,0
292,0
292.04,0
292.08,0
292.13,0
292.17,0.6
292.21,0.2
292.25,0
292.29,0
292.33,0
292.38,0
292.42,1
292.46,0
292.5,0
292.54,0.2
292.58,0
292.63,0
292.67,0.2
292.71,0.6
292.75,4
292.79,2.2
292.83,1
292.88,0
292.92,0
292.96,0
293,0
293.04,0
293.08,0
293.13,0
293.17,0
293.21,0
293.25,0
293.29,0
293.33,0
293.38,0
293.42,0
293.46,0
293.5,0
293.54,0
293.58,0
293.63,0
293.67,0
293.71,0
293.75,0
293.79,0
293.83,0.2
293.88,0
293.92,0
293.96,0
294,0
294.04,0
294.08,0
294.13,0
294.17,0
294.21,0.4
294.25,2.8
294.29,1.2
294.33,0.8
294.38,0.4
294.42,1.6
294.46,0
294.5,5.6
294.54,2.8
294.58,1.6
294.63,0.8
294.67,0
294.71,0
294.75,0
294.79,0.2
294.83,0
294.88,0.4
294.92,1
294.96,0.2
295,0
295.04,0.4
295.08,0
295.13,0
295.17,0
295.21,0
295.25,0
295.29,0
295.33,0
295.38,0
295.42,0
295.46,0
295.5,0
295.54,0
295.58,0
295.63,0
295.67,0
295.71,0
295.75,0
295.79,0
295.83,0
295.88,0.2
295.92,0.2
295.96,0
296,0
296.04,0
296.08,0
296.13,0
296.17,0
296.21,0
296.25,0
296.29,0
296.33,0
296.38,0
296.42,0
296.46,0
296.5,0
296.54,0
296.58,0
296.63,0
296.67,0
296.71,0
296.75,0
296.79,0
296.83,0
296.88,0
296.92,0
296.96,0
297,0
297.04,0
297.08,0
297.13,0.2
297.17,0
297.21,0
297.25,0
297.29,0
297.33,0
297.38,0
297.42,0
297.46,0
297.5,0
297.54,0
297.58,0
297.63,0.8
297.67,0.2
297.71,0.2
297.75,0
297.79,0
297.83,0
297.88,0
297.92,0
297.96,0
298,0
298.04,0
298.08,0
298.13,0
298.17,0
298.21,0
298.25,0.2
298.29,1.4
298.33,3
298.38,2
298.42,3.6
298.46,6.6
298.5,6.2
298.54,6.8
298.58,4
298.63,4.2
298.67,3.4
298.71,1.2
298.75,2.4
298.79,1
298.83,0.4
298.88,0.6
298.92,0.4
298.96,2.2
299,3.6
299.04,0.8
299.08,0.2
299.13,0.4
299.17,0.2
299.21,0
299.25,0
299.29,0
299.33,0
299.38,0
299.42,0
299.46,0
299.5,0
299.54,0
299.58,0
299.63,0
299.67,0
299.71,0
299.75,0
299.79,0
299.83,0
299.88,0
299.92,0
299.96,0
300,0
300.04,0
300.08,0
300.13,0
300.17,0
300.21,0
300.25,0.2
300.29,0.4
300.33,1.4
300.38,0.2
300.42,0.2
300.46,0
300.5,0
300.54,0
300.58,0
300.63,0
300.67,0
300.71,0
300.75,0
300.79,0
300.83,0
300.88,0
300.92,0
300.96,0
301,0
301.04,0
301.08,0
301.13,0
301.17,0
301.21,0
301.25,0
301.29,0
301.33,0
301.38,0
301.42,0
301.46,0
301.5,0
301.54,0
301.58,0
301.63,0
301.67,0
301.71,0
301.75,0
301.79,0
301.83,0
301.88,0
301.92,0
301.96,0
302,0
302.04,0.2
302.08,0
302.13,0
302.17,0
302.21,0
302.25,0
302.29,0
302.33,0
302.38,0.4
302.42,0
302.46,0.2
302.5,0
302.54,0
302.58,0
302.63,0
302.67,0
302.71,0
302.75,0
302.79,0
302.83,0
302.88,0
302.92,0
302.96,0
303,0
303.04,0
303.08,0
303.13,0
303.17,0
303.21,0
303.25,0
303.29,0
303.33,0
303.38,0
303.42,0
303.46,0
303.5,0
303.54,0
303.58,0
303.63,0
303.67,0
303.71,0
303.75,0
303.79,0
303.83,0.2
303.88,0
303.92,0
303.96,0
304,0.2
304.04,0
304.08,0
304.13,0
304.17,0
304.21,0
304.25,0
304.29,0
304.33,0
304.38,0
304.42,0
304.46,0
304.5,0
304.54,0
304.58,0
304.63,0
304.67,0
304.71,0
304.75,0
304.79,0
304.83,0
304.88,0
304.92,0
304.96,0
305,0
305.04,0
305.08,0
305.13,0
305.17,0
305.21,0
305.25,0
305.29,0
305.33,0
305.38,0
305.42,0
305.46,0
305.5,0
305.54,0
305.58,0
305.63,0
305.67,0
305.71,0
305.75,0
305.79,0
305.83,0
305.88,0
305.92,0
305.96,0
306,0
306.04,0
306.08,0
306.13,0
306.17,0
306.21,0
306.25,0
306.29,0
306.33,0
306.38,0
306.42,0
306.46,0
306.5,0
306.54,0
306.58,0
306.63,0
306.67,0
306.71,0
306.75,0
306.79,0
306.83,0
306.88,0
306.92,0
306.96,0
307,0
307.04,0
307.08,0
307.13,0
307.17,0
307.21,0
307.25,0
307.29,0
307.33,0
307.38,0
307.42,0
307.46,0
307.5,0
307.54,0
307.58,0
307.63,0
307.67,0
307.71,0
307.75,0
307.79,0
307.83,0
307.88,0
307.92,0
307.96,0
308,0
308.04,0
308.08,0
308.13,0
308.17,0
308.21,0
308.25,0
308.29,0
308.33,0
308.38,0
308.42,0
308.46,0
308.5,0
308.54,0
308.58,0
308.63,0
308.67,0
308.71,0
308.75,0
308.79,0
308.83,0
308.88,0
308.92,0
308.96,0
309,0
309.04,0
309.08,0
309.13,0
309.17,0
309.21,0
309.25,0
309.29,0
309.33,0
309.38,0
309.42,0
309.46,0
309.5,0
309.54,0
309.58,0
309.63,0
309.67,0
309.71,0
309.75,0
309.79,0
309.83,0
309.88,0
309.92,0
309.96,0
310,0
310.04,0
310.08,0
310.13,0
310.17,0
310.21,0
310.25,0
310.29,0
310.33,0
310.38,0
310.42,0
310.46,0
310.5,0
310.54,0
310.58,0
310.63,0
310.67,0
310.71,0
310.75,0
310.79,0
310.83,0
310.88,0
310.92,0
310.96,0
311,0
311.04,0
311.08,0
311.13,0
311.17,0
311.21,0
311.25,0
311.29,0
311.33,0
311.38,0
311.42,0.6
311.46,0.2
311.5,0
311.54,0
311.58,0
311.63,0
311.67,0
311.71,0
311.75,0
311.79,0
311.83,0
311.88,0
311.92,0
311.96,0
312,0.2
312.04,0.6
312.08,0
312.13,0
312.17,0
312.21,0
312.25,0
312.29,0
312.33,0.2
312.38,0
312.42,0
312.46,0
312.5,0
312.54,0
312.58,0.4
312.63,1
312.67,0.6
312.71,0
312.75,0
312.79,0.4
312.83,0
312.88,0
312.92,0
312.96,0
313,0
313.04,0
313.08,0
313.13,0
313.17,0
313.21,0
313.25,0
313.29,0
313.33,0
313.38,0
313.42,0
313.46,0
313.5,0
313.54,0
313.58,0
313.63,0
313.67,0
313.71,0
313.75,0
313.79,0
313.83,0
313.88,0
313.92,0
313.96,0
314,0
314.04,0
314.08,0
314.13,0
314.17,0
314.21,0.2
314.25,0
314.29,0.2
314.33,0.2
314.38,0.6
314.42,1.2
314.46,0.4
314.5,1.4
314.54,2
314.58,1.2
314.63,0.4
314.67,0
314.71,0.2
314.75,1.2
314.79,0.8
314.83,0.4
314.88,0
314.92,0.2
314.96,0
315,0
315.04,0
315.08,0
315.13,0
315.17,0
315.21,0
315.25,0
315.29,0
315.33,0
315.38,0
315.42,0
315.46,0
315.5,0
315.54,0
315.58,0
315.63,0
315.67,0
315.71,0
315.75,0.6
315.79,0.2
315.83,0.6
315.88,0.2
315.92,0.2
315.96,0
316,0
316.04,0.2
316.08,0
316.13,0
316.17,0
316.21,0
316.25,0
316.29,0
316.33,0
316.38,0
316.42,0
316.46,0
316.5,0
316.54,0
316.58,0
316.63,0
316.67,0
316.71,0
316.75,0
316.79,0
316.83,0.4
316.88,0
316.92,0
316.96,0
317,0
317.04,0.2
317.08,0
317.13,0
317.17,0
317.21,0
317.25,0
317.29,0
317.33,0
317.38,0
317.42,0
317.46,0.2
317.5,0
317.54,0
317.58,0
317.63,0
317.67,0.2
317.71,0
317.75,0
317.79,0
317.83,0
317.88,0
317.92,0
317.96,0
318,0
318.04,0
318.08,0
318.13,0.2
318.17,0
318.21,0
318.25,0
318.29,0.4
318.33,1.4
318.38,0.6
318.42,0
318.46,0.4
318.5,0
318.54,0.2
318.58,0
318.63,0
318.67,0
318.71,0
318.75,0
318.79,0
318.83,0
318.88,0.8
318.92,0.6
318.96,0.2
319,0.4
319.04,0.8
319.08,0.6
319.13,0.2
319.17,0.2
319.21,0.2
319.25,0.2
319.29,1.8
319.33,3
319.38,4
319.42,3
319.46,1.8
319.5,2.6
319.54,1.4
319.58,1.2
319.63,1.6
319.67,1.4
319.71,1.8
319.75,0.2
319.79,0
319.83,0
319.88,0.2
319.92,0.2
319.96,0
320,0
320.04,0.4
320.08,0
320.13,0
320.17,0
320.21,0
320.25,0
320.29,0
320.33,0
320.38,0
320.42,0
320.46,0
320.5,0.2
320.54,0
320.58,0
320.63,0
320.67,0
320.71,0
320.75,0
320.79,0.2
320.83,0.6
320.88,0.8
320.92,0.8
320.96,0.2
321,0.4
321.04,0.6
321.08,0.6
321.13,2.2
321.17,1.6
321.21,0.2
321.25,0
321.29,0
321.33,0
321.38,0
321.42,0
321.46,0
321.5,1
321.54,2.2
321.58,0.2
321.63,0
321.67,0.2
321.71,0.2
321.75,0.2
321.79,0.2
321.83,0.6
321.88,0
321.92,0.8
321.96,1
322,0.2
322.04,0.2
322.08,0
322.13,0
322.17,0
322.21,0
322.25,0.6
322.29,0.2
322.33,0.4
322.38,0
322.42,0.6
322.46,0
322.5,0
322.54,0
322.58,0
322.63,0
322.67,0
322.71,0
322.75,0.2
322.79,0.8
322.83,0.2
322.88,0.2
322.92,0
322.96,0
323,0
323.04,0
323.08,0
323.13,0
323.17,0
323.21,0
323.25,0
323.29,0
323.33,0
323.38,1.4
323.42,0.4
323.46,0.4
323.5,1
323.54,2
323.58,3.2
323.63,5.6
323.67,6
323.71,4.4
323.75,0.6
323.79,0
323.83,0
323.88,1.4
323.92,0.6
323.96,0
324,0.2
324.04,0.2
324.08,0
324.13,0.2
324.17,0
324.21,0
324.25,0
324.29,0
324.33,0.2
324.38,0.4
324.42,0.4
324.46,0
324.5,0
324.54,0.6
324.58,0
324.63,0
324.67,0
324.71,0.8
324.75,0.4
324.79,0.6
324.83,0.2
324.88,0.2
324.92,1
324.96,0
325,0.2
325.04,0
325.08,0.2
325.13,0
325.17,0
325.21,0.2
325.25,0.4
325.29,1.4
325.33,0.2
325.38,0.2
325.42,0
325.46,0
325.5,0
325.54,0
325.58,0
325.63,0
325.67,0
325.71,0.2
325.75,0.4
325.79,0
325.83,0
325.88,0
325.92,0
325.96,0
326,0
326.04,0
326.08,0
326.13,0
326.17,0
326.21,0.2
326.25,0.2
326.29,0
326.33,0
326.38,0
326.42,0.4
326.46,0.6
326.5,0.4
326.54,0
326.58,0.4
326.63,0.4
326.67,0.6
326.71,0.4
326.75,3
326.79,3.4
326.83,1.6
326.88,0.6
326.92,0
326.96,0
327,1.6
327.04,0.2
327.08,0.4
327.13,0
327.17,0
327.21,0.2
327.25,0.2
327.29,0.6
327.33,0
327.38,0.4
327.42,0.4
327.46,0
327.5,0
327.54,0.2
327.58,0
327.63,0
327.67,0
327.71,0.2
327.75,0.8
327.79,0
327.83,0
327.88,0
327.92,0.4
327.96,0
328,0
328.04,0
328.08,0.6
328.13,1.6
328.17,0.8
328.21,1
328.25,2.4
328.29,1.4
328.33,0.2
328.38,1
328.42,0
328.46,0.4
328.5,0
328.54,0
328.58,0.4
328.63,0
328.67,0
328.71,0
328.75,0
328.79,0
328.83,0
328.88,0
328.92,0
328.96,0
329,0
329.04,0
329.08,0
329.13,0.4
329.17,0.2
329.21,0
329.25,0
329.29,0
329.33,0
329.38,0
329.42,0
329.46,0
329.5,0
329.54,0
329.58,0.2
329.63,0.4
329.67,0
329.71,0
329.75,0
329.79,0
329.83,0
329.88,0.2
329.92,0.6
329.96,0
330,0
330.04,0
330.08,0.2
330.13,0.2
330.17,0
330.21,0
330.25,0
330.29,0
330.33,0
330.38,0
330.42,0
330.46,0
330.5,0.6
330.54,2
330.58,0.4
330.63,1
330.67,3.8
330.71,5.2
330.75,5.4
330.79,6.8
330.83,8
330.88,0.2
330.92,0
330.96,0.4
331,0.4
331.04,1.4
331.08,0
331.13,0
331.17,1.2
331.21,0.8
331.25,0
331.29,1.8
331.33,0
331.38,0
331.42,0
331.46,0
331.5,0.6
331.54,0
331.58,0
331.63,0
331.67,0
331.71,0
331.75,0
331.79,1
331.83,0.2
331.88,0
331.92,0.2
331.96,0.2
332,3.8
332.04,1
332.08,0
332.13,0
332.17,2.2
332.21,0
332.25,0
332.29,0
332.33,0.2
332.38,0.4
332.42,0
332.46,0.4
332.5,0.2
332.54,1
332.58,1
332.63,0
332.67,0
332.71,0
332.75,0
332.79,0
332.83,0
332.88,0
332.92,0
332.96,0.8
333,3.8
333.04,0.2
333.08,0
333.13,0
333.17,0.6
333.21,0
333.25,0
333.29,0
333.33,0
333.38,0
333.42,0.2
333.46,0
333.5,0
333.54,0
333.58,0.2
333.63,0.2
333.67,0
333.71,0
333.75,0
333.79,0.2
333.83,0
333.88,0
333.92,0
333.96,0
334,0
334.04,0
334.08,0
334.13,0
334.17,0
334.21,0
334.25,0
334.29,3.2
334.33,6
334.38,7.8
334.42,4.2
334.46,3.8
334.5,3.8
334.54,4.8
334.58,4.4
334.63,4.8
334.67,2.6
334.71,3.4
334.75,1.8
334.79,0.4
334.83,0
334.88,0
334.92,0.4
334.96,0
335,0
335.04,0
335.08,0
335.13,0
335.17,0
335.21,0
335.25,0
335.29,0
335.33,0
335.38,0.2
335.42,1
335.46,0.8
335.5,2.8
335.54,0.2
335.58,0
335.63,1.8
335.67,0.8
335.71,0.2
335.75,0.6
335.79,0.2
335.83,0.2
335.88,0
335.92,0
335.96,1
336,0.2
336.04,0
336.08,0
336.13,1.8
336.17,0
336.21,1.2
336.25,0.4
336.29,0.2
336.33,0.2
336.38,0.8
336.42,0
336.46,0.2
336.5,0.4
336.54,0
336.58,0
336.63,0.2
336.67,2.8
336.71,1.6
336.75,2.2
336.79,2.2
336.83,4.8
336.88,5.4
336.92,7.2
336.96,9.2
337,3.2
337.04,0.4
337.08,1.2
337.13,1
337.17,0.2
337.21,0
337.25,0
337.29,0.4
337.33,0
337.38,0.4
337.42,0
337.46,0.2
337.5,0.2
337.54,0
337.58,0
337.63,0.8
337.67,1.6
337.71,0.2
337.75,0
337.79,0
337.83,0
337.88,0
337.92,0.2
337.96,0.4
338,0
338.04,0.4
338.08,0
338.13,0.2
338.17,0
338.21,0.2
338.25,0
338.29,0
338.33,0
338.38,0
338.42,0
338.46,0
338.5,0.8
338.54,1.4
338.58,1.8
338.63,1.6
338.67,1.4
338.71,1.2
338.75,0.2
338.79,1.6
338.83,0.4
338.88,0.6
338.92,0.8
338.96,0.2
339,0
339.04,0
339.08,0
339.13,0
339.17,1
339.21,0.6
339.25,0.2
339.29,0.4
339.33,0.6
339.38,0.6
339.42,1
339.46,0.6
339.5,0.6
339.54,0.4
339.58,0
339.63,0
339.67,0.4
339.71,0.2
339.75,0.6
339.79,0.4
339.83,0
339.88,1.4
339.92,0
339.96,0
340,0.2
340.04,0
340.08,0
340.13,0
340.17,0
340.21,0
340.25,0
340.29,0
340.33,0
340.38,0.2
340.42,0
340.46,0
340.5,0
340.54,0
340.58,0.2
340.63,0.6
340.67,0.8
340.71,1.4
340.75,2.6
340.79,0
340.83,0.2
340.88,0
340.92,0
340.96,0
341,1.8
341.04,0.2
341.08,0
341.13,0.2
341.17,0.2
341.21,0
341.25,1.2
341.29,0.2
341.33,1
341.38,1.4
341.42,0.4
341.46,0.4
341.5,0
341.54,0
341.58,0
341.63,1
341.67,0.2
341.71,0
341.75,0
341.79,0.4
341.83,0.8
341.88,0.6
341.92,0.8
341.96,0.2
342,0.4
342.04,0.4
342.08,0
342.13,0
342.17,0
342.21,0.4
342.25,0.4
342.29,0
342.33,0.2
342.38,0.4
342.42,0
342.46,0
342.5,0
342.54,0.2
342.58,0
342.63,0.2
342.67,0
342.71,0.6
342.75,0.2
342.79,0
342.83,1.4
342.88,0.8
342.92,0.2
342.96,0
343,1.4
343.04,0.4
343.08,0.2
343.13,0.8
343.17,0.2
343.21,0
343.25,0
343.29,0
343.33,0
343.38,0
343.42,0
343.46,0.6
343.5,0
343.54,0
343.58,0
343.63,0.6
343.67,0
343.71,0
343.75,0
343.79,0
343.83,0
343.88,0
343.92,0
343.96,0
344,0.4
344.04,0.2
344.08,0.4
344.13,0
344.17,0.2
344.21,0.4
344.25,0.4
344.29,2.4
344.33,3
344.38,2.4
344.42,1.6
344.46,1.2
344.5,0.6
344.54,0.4
344.58,0.2
344.63,0
344.67,0
344.71,0.2
344.75,0.2
344.79,0.4
344.83,0.4
344.88,1
344.92,1.2
344.96,1.8
345,1
345.04,1.6
345.08,0.6
345.13,0.4
345.17,0
345.21,0
345.25,0.2
345.29,0.2
345.33,0
345.38,0
345.42,0
345.46,0
345.5,0
345.54,0
345.58,0.6
345.63,0
345.67,0
345.71,0
345.75,1
345.79,0.6
345.83,0
345.88,0
345.92,0
345.96,0
346,0
346.04,0
346.08,0.4
346.13,0.2
346.17,0.2
346.21,0
346.25,0
346.29,0.4
346.33,1.8
346.38,1
346.42,0.8
346.46,0
346.5,0
346.54,0
346.58,0.4
346.63,0
346.67,0
346.71,0
346.75,0
346.79,0
346.83,0
346.88,0
346.92,0
346.96,0
347,0.2
347.04,0
347.08,0
347.13,0
347.17,0.2
347.21,0
347.25,0
347.29,0
347.33,0.2
347.38,0
347.42,0.2
347.46,0
347.5,0.6
347.54,1.4
347.58,1.8
347.63,1.2
347.67,1.4
347.71,1.2
347.75,2.2
347.79,2.4
347.83,2
347.88,1.6
347.92,1.6
347.96,0.2
348,1
348.04,1.8
348.08,2
348.13,2.8
348.17,1.8
348.21,2
348.25,1.4
348.29,1.2
348.33,0.8
348.38,1.2
348.42,2.4
348.46,1.4
348.5,0.4
348.54,1.8
348.58,1.6
348.63,1.4
348.67,1.8
348.71,2.2
348.75,1.2
348.79,0.6
348.83,0.4
348.88,0
348.92,0
348.96,0
349,0
349.04,1
349.08,1
349.13,1
349.17,1.4
349.21,2
349.25,1.6
349.29,1
349.33,1.8
349.38,1.2
349.42,0.8
349.46,0.8
349.5,0.6
349.54,0.4
349.58,0.2
349.63,0.2
349.67,0
349.71,0
349.75,0
349.79,0
349.83,0
349.88,0
349.92,0
349.96,0
350,0
350.04,0
350.08,0
350.13,0
350.17,0
350.21,0.2
350.25,0
350.29,0
350.33,0
350.38,0
350.42,0
350.46,0
350.5,0
350.54,0
350.58,0
350.63,0
350.67,0.2
350.71,0
350.75,0
350.79,0.2
350.83,0
350.88,0
350.92,0
350.96,0
351,0.2
351.04,0
351.08,0
351.13,0
351.17,0
351.21,0
351.25,0
351.29,0
351.33,0
351.38,0
351.42,0
351.46,0
351.5,0
351.54,0
351.58,0
351.63,0.4
351.67,1
351.71,1.6
351.75,1.2
351.79,0
351.83,0.6
351.88,0.2
351.92,0
351.96,0
352,0
352.04,0
352.08,0.2
352.13,0
352.17,0
352.21,0
352.25,0
352.29,0
352.33,0
352.38,0
352.42,0
352.46,0
352.5,0
352.54,0
352.58,0
352.63,0
352.67,0
352.71,0
352.75,0
352.79,0
352.83,0
352.88,0
352.92,0
352.96,0
353,0
353.04,0
353.08,0
353.13,0
353.17,0
353.21,0
353.25,0
353.29,0
353.33,0
353.38,0
353.42,0
353.46,0
353.5,0
353.54,0.2
353.58,0
353.63,0
353.67,0
353.71,0
353.75,0
353.79,0
353.83,0
353.88,0
353.92,0
353.96,0
354,0
354.04,0
354.08,0
354.13,0
354.17,0
354.21,0
354.25,0.2
354.29,0
354.33,0
354.38,0
354.42,0
354.46,0
354.5,0
354.54,0
354.58,0
354.63,0
354.67,0
354.71,0
354.75,0
354.79,0
354.83,0
354.88,0
354.92,0
354.96,0
355,0
355.04,0
355.08,0
355.13,0
355.17,0
355.21,0
355.25,0
355.29,0
355.33,0
355.38,0
355.42,0
355.46,0
355.5,0
355.54,0
355.58,0
355.63,0
355.67,0
355.71,0
355.75,0
355.79,0
355.83,0
355.88,0
355.92,0
355.96,0
356,0
356.04,0
356.08,0
356.13,0
356.17,0
356.21,0
356.25,0
356.29,0
356.33,0
356.38,0
356.42,0
356.46,0
356.5,0
356.54,0
356.58,0
356.63,0
356.67,0
356.71,0
356.75,0
356.79,0
356.83,0
356.88,0
356.92,0
356.96,0
357,0
357.04,0
357.08,0
357.13,0
357.17,0
357.21,0
357.25,0
357.29,0
357.33,0
357.38,0
357.42,0
357.46,0
357.5,0
357.54,0
357.58,0
357.63,0
357.67,0
357.71,0
357.75,0
357.79,0
357.83,0
357.88,0
357.92,0
357.96,0
358,0
358.04,0
358.08,0
358.13,0
358.17,0
358.21,0
358.25,0
358.29,0
358.33,0
358.38,0
358.42,0
358.46,0
358.5,0
358.54,0
358.58,0
358.63,0
358.67,0
358.71,0
358.75,0
358.79,0
358.83,0
358.88,0
358.92,0
358.96,0
359,0
359.04,0
359.08,0
359.13,0
359.17,0
359.21,0
359.25,0
359.29,0
359.33,0
359.38,0
359.42,0
359.46,0
359.5,0
359.54,0
359.58,0
359.63,0
359.67,0
359.71,0
359.75,0
359.79,0
359.83,0
359.88,0
359.92,0
359.96,0
360,0
360.04,0
360.08,0
360.13,0
360.17,0
360.21,0
360.25,0
360.29,0
360.33,0
360.38,0
360.42,0
360.46,0
360.5,0
360.54,0
360.58,0
360.63,0
360.67,0
360.71,0
360.75,0
360.79,0
360.83,0
360.88,0.6
360.92,1.4
360.96,2
361,3
361.04,3.6
361.08,6.4
361.13,0.2
361.17,0.2
361.21,0
361.25,0
361.29,0
361.33,0
361.38,0
361.42,0
361.46,0
361.5,0
361.54,0
361.58,0
361.63,0
361.67,0
361.71,0
361.75,0
361.79,0
361.83,0
361.88,0
361.92,0
361.96,0
362,0.2
362.04,0
362.08,0
362.13,0
362.17,0
362.21,0
362.25,0
362.29,0
362.33,0
362.38,0
362.42,0
362.46,0
362.5,0
362.54,0
362.58,0
362.63,0
362.67,1.4
362.71,3
362.75,5.2
362.79,4.8
362.83,4.8
362.88,1
362.92,0
362.96,0
363,0
363.04,0
363.08,0
363.13,1.6
363.17,9.2
363.21,8.6
363.25,2.4
363.29,0.8
363.33,0.6
363.38,2.8
363.42,0
363.46,0
363.5,0
363.54,0.2
363.58,0
363.63,1.2
363.67,2.4
363.71,1.2
363.75,2.4
363.79,1.6
363.83,3.4
363.88,0
363.92,0
363.96,0
364,0
364.04,0.6
364.08,0.2
364.13,0
364.17,0.6
364.21,0.4
364.25,1
364.29,0.4
364.33,0.8
364.38,0.2
364.42,0
364.46,0
364.5,0
364.54,0
364.58,0
364.63,0.8
364.67,0.6
364.71,0
364.75,0
364.79,0
364.83,0
364.88,0.2
364.92,0
364.96,0
365,0
365.04,0
365.08,0
365.13,0
365.17,0
365.21,0
365.25,0
365.29,0.4
365.33,2
365.38,2.2
365.42,4
365.46,0
365.5,0
365.54,0
365.58,0
365.63,0
365.67,0.2
365.71,0.2
365.75,0.6
365.79,0.2
365.83,0.2
365.88,0
365.92,0
365.96,0.2
366,0.2
366.04,1
366.08,0
366.13,0
366.17,0
366.21,0
366.25,0
366.29,0
366.33,0
366.38,0
366.42,0
366.46,0
366.5,0
366.54,0.2
366.58,0
366.63,0
366.67,0
366.71,1.4
366.75,0.8
366.79,1
366.83,0
366.88,0
366.92,0
366.96,0
367,0
