Data,WindS,WindDir,RelHum,AirT,AirP,SWglobal,LWin
127.54,5.36,140.69,69.2,10.5,993.79,347.96,325.4
127.58,5.01,148.24,73.16,10.46,993.81,321.51,338.53
127.63,3.61,174.2,77.42,10.05,993.88,520.41,313.73
127.67,4.57,171.79,68.75,10.95,993.52,446.46,315.4
127.71,4.34,151.16,71.89,10.43,993.42,298.85,319.24
127.75,4.15,146.26,73.66,10.24,993.52,255.31,317.72
127.79,3.22,129.45,72.84,9.66,993.54,125.58,285.36
127.83,1.64,80.56,85.31,8.25,993.59,10.49,264.45
127.88,1.46,51.01,90.05,7.11,993.49,2.2,267.73
127.92,1.91,24.76,90.86,6.95,993.34,1.75,279.96
127.96,0.92,22.72,87.84,6.95,992.83,1.57,296.24
128,1.94,20.79,86.36,6.87,992.84,1.28,300.21
128.04,2.12,18.69,81.18,7.35,992.48,0.67,312.94
128.08,1.87,16.46,79.15,7.61,992.11,0.51,322.12
128.13,1.94,355.84,80.03,7.41,991.79,0.56,327.9
128.17,2.6,342.87,81.54,7.4,991.13,0.77,329.13
128.21,2.71,343.31,84.28,7.06,990.84,0.82,339.57
128.25,2.1,324.43,90.48,6.59,990.73,9.04,339.58
128.29,3.19,316.22,90.82,6.72,990.3,39.68,334.48
128.33,3.57,299.79,88.46,7.05,990.09,60.13,335.31
128.38,4.63,322.45,82.25,7.68,989.72,229.71,336.02
128.42,4.64,355.91,77.8,8.58,989.52,244.8,338.1
128.46,4.35,345.9,81.22,8.58,989.23,247.78,346.19
128.5,4.66,336.15,83.74,8.39,989.4,190.04,344.41
128.54,4.82,332.39,86.12,8.46,989.77,164.36,349.04
128.58,4.62,324.17,88.1,8.18,990.04,157.06,347.91
128.63,3.98,316.37,87.35,8.77,990.49,208.39,349.07
128.67,3.39,297.32,81.73,9.44,990.75,184.21,352.07
128.71,4.18,304.69,75.58,10.01,991.22,309.82,331.13
128.75,4.13,311.62,74.92,10.14,991.43,347.02,289.57
128.79,3.08,304.9,78.91,9.41,991.57,74.64,307.74
128.83,1.58,242.63,81.86,8.99,992.5,6.43,341.93
128.88,0.6,263.61,82.65,8.86,993.22,0.37,340.63
128.92,0.95,266.96,81.19,8.67,993.78,0.46,338.38
128.96,0.99,261.75,82.25,8.49,994.21,0.12,335.82
129,0.86,28.61,86.03,8.42,994.86,0.18,335.02
129.04,0.79,261.85,83.64,8.61,995.46,0.95,336.07
129.08,1.15,321.86,85.08,8.62,995.76,0.05,335.93
129.13,2.23,303.32,86.87,8.53,995.59,1.67,289.18
129.17,1.79,51.77,89.01,7.6,996.07,2.18,267.05
129.21,1.32,339.45,87.98,7.65,996.79,1.4,267.4
129.25,2.39,318.75,89.34,7.41,997.52,70.81,263.78
129.29,2.04,333.04,88.36,8.63,997.57,198.74,268.86
129.33,3.34,8.91,84.2,9.64,997.83,386.63,273.95
129.38,3.62,28.13,81.67,10.29,998.15,554.3,279.2
129.42,2.43,30.74,74.38,11.33,998.24,693.85,285.55
129.46,1.76,54.49,68.25,12.29,998,729.15,297.52
129.5,1.66,103.43,64.74,13.53,997.89,815.38,326.85
129.54,1.65,180.88,64.89,13.84,998.12,570.4,342.89
129.58,2.69,176.67,66.33,13.75,998.47,371.64,357.19
129.63,3.29,206.82,71.45,13.84,998.74,529.06,337.01
129.67,3.11,211.27,70.2,13.68,998.8,348.98,350.75
129.71,2.86,188.43,66.46,13.74,999.08,372.94,310.6
129.75,2.93,214.87,71.72,12.84,999.22,185.98,306.15
129.79,1.61,216.72,76.93,11.97,999.44,108.47,302.85
129.83,0.63,245.07,79.8,10.8,999.31,12.97,296.77
129.88,0.5,307.1,82.55,9.93,999.38,0.83,291.53
129.92,0.62,343.57,81.16,9.83,999.58,0.85,285.23
129.96,0.4,343.02,82.96,9.23,999.53,0.38,283.12
130,0.96,4.8,81.2,9.23,999.4,0.39,284.27
130.04,0.89,354.26,77.25,9.63,999.33,0.03,284.5
130.08,0.56,16.3,82.17,8.72,999.18,1.17,282.97
130.13,0.91,15.68,80.25,9.01,998.89,0.25,286.35
130.17,0.94,40.02,82.85,8.72,998.91,0.09,324.46
130.21,0.13,285.65,85.34,8.63,998.92,2.71,334.94
130.25,1.17,36.01,83.51,9.48,999.06,60.65,295.38
130.29,1.05,47.76,82.86,10.32,999.07,191.77,281.94
130.33,1.39,83.88,79.6,11.37,999.02,347.72,287.88
130.38,1.64,110.13,77.1,12.46,998.97,510.09,294.19
130.42,1.35,123.36,75.64,13.59,999.08,654.27,302.73
130.46,1.77,138.46,75.21,14.25,999.11,684.97,318.57
130.5,2.3,137.76,71.99,15.09,999.2,744.73,315.81
130.54,2.42,144.59,68.81,16.02,999.36,757.17,326.3
130.58,2.49,124.1,67.42,16.65,999.52,757.04,327.47
130.63,2.95,139.56,66.52,16.91,999.36,520.6,331.97
130.67,2.91,124.74,68.3,17.1,999.05,575.14,327.97
130.71,3.04,133.86,69.87,16.66,998.81,398.32,314.32
130.75,2.23,140.06,72.19,16.32,998.75,237.08,312.63
130.79,1.57,186.56,77.88,15.2,998.57,94.2,305.51
130.83,1.43,213.75,83.83,13.45,998.23,17.54,299.2
130.88,0.8,103.47,87.69,11.87,998.52,2.15,293.3
130.92,1.6,53.17,87.38,11.22,998.49,1.95,287.99
130.96,1.91,38.85,84.6,10.61,998.46,1.79,286.37
131,1.22,27.26,85.23,10.14,998.22,1.75,285.4
131.04,1.07,43.73,83.49,9.93,997.89,1.43,285.15
131.08,1.46,22.09,81.1,10.28,997.53,1.35,286.25
131.13,2.08,35.55,83.82,10.02,997.37,1.56,285.76
131.17,1.84,27.16,82.56,10.18,997.08,1.63,285.86
131.21,1.77,29.28,81.86,9.8,996.74,2.52,284.63
131.25,1.17,36.88,77.28,10.68,996.96,60.13,285.97
131.29,1.14,54.83,74.22,12.16,996.96,187.22,289.65
131.33,1.84,92.41,75.11,12.67,997.07,342.27,293.24
131.38,2.16,107.59,75.9,13.29,997.06,496.31,299.13
131.42,2.38,114.83,76.11,14.48,997.2,636.66,306.22
131.46,3.09,135.78,75.64,15.34,997.43,736.12,311.42
131.5,3.08,133.86,74.04,16.41,997.35,775.16,321.29
131.54,3.14,124.35,70.03,16.76,997.46,799.36,320.5
131.58,3.31,129.41,66.78,17.2,997.59,749.28,320.57
131.63,3.28,134.36,65,17.61,997.43,694.81,321.5
131.67,3.11,151.58,61.48,17.75,997.15,558.49,318.65
131.71,3.11,158.73,58.97,17.38,997.07,437.01,313.07
131.75,3.07,168.15,62.85,16.64,996.93,289.83,306.66
131.79,2.14,158.08,75.02,15.18,996.55,130.06,299.71
131.83,0.39,83.1,79.08,13.38,996.23,15.57,292.18
131.88,0.76,211.32,89.85,11.21,996.38,1.29,321.31
131.92,1.21,158.8,93.26,10.48,996.88,0.29,360.1
131.96,0.99,207.28,94.97,9.93,996.52,0.33,360.59
132,0.38,57.06,95.63,9.62,996.06,0.33,358.84
132.04,0.76,212.07,95.98,9.23,995.76,0.5,356.12
132.08,0.77,28.76,96.23,8.69,995.23,0.31,352.66
132.13,0.63,31.95,96.46,8.17,995.05,0.35,351.01
132.17,1.32,234.37,96.67,8.34,995.19,0.09,353.44
132.21,1.69,274.16,96.77,8.33,994.77,3.94,353.37
132.25,1.76,279.41,96.91,8.47,994.5,32.04,353.47
132.29,0.87,331.34,96.99,8.93,994.4,122.16,354.37
132.33,1.51,51.9,97.04,9.35,994.64,132.24,360.65
132.38,1.94,27.82,97.07,10.84,994.71,456.14,323.4
132.42,1.03,129.07,96.84,12.26,994.62,285.04,359.22
132.46,2.3,179.76,92.63,12.13,994.68,172.18,369.11
132.5,1.66,218.07,90.32,12.25,994.64,244.86,369.86
132.54,0.79,185.65,86.53,12.96,994.57,265.95,363.21
132.58,1.06,233.74,82.36,13.56,994.26,273.03,359.47
132.63,1.55,234.98,83.95,13.23,993.89,95.77,358.32
132.67,2.25,254.27,85.67,13.05,993.69,177.53,356.25
132.71,1.58,263.71,83.99,13.46,993.49,235.14,358.38
132.75,2.31,266.76,83.33,13.55,993.2,183.52,336.89
132.79,1.69,270.98,89.83,12.4,993.13,9.22,366.12
132.83,3.13,301.12,90.84,11.67,993.37,5.33,362.47
132.88,1.85,318.56,93.46,10.84,993.82,0.44,364.19
132.92,1.15,322.01,93.22,10.47,994.16,0.15,362.25
132.96,2.08,313.18,92.54,10.43,994.26,0.06,361.32
133,2.01,290.28,92.09,10.37,994.04,0.2,360.97
133.04,1.34,273.59,92.83,10.22,993.98,0.21,359.58
133.08,1.65,270.6,93.9,10.16,993.96,0.05,360.98
133.13,1.83,261.43,94.34,10.1,994.01,0.26,360.23
133.17,2.42,257.41,95.29,9.95,994.2,0.23,358.76
133.21,1.7,264.59,96.02,9.86,994.32,0.81,358.27
133.25,2.33,296.88,95.06,9.74,994.65,12.4,358.16
133.29,2.69,328.03,91.97,10.02,995.12,106.58,353.71
133.33,2.08,342.47,92.15,10.12,995.75,114.04,358.25
133.38,2.05,337.56,92.07,10.19,996.16,245.37,357.06
133.42,2.7,299.03,87.31,11.49,996.27,474.56,349.98
133.46,2.42,312.02,83.99,12.19,996.52,419.95,346.86
133.5,1.07,302.89,79.43,13.26,996.81,319.53,367.95
133.54,1.87,47.08,86.96,12.36,997.12,377.25,363.44
133.58,1.33,88.29,83.16,13.03,997.23,197.15,364.73
133.63,2.34,105.9,83.26,13.57,997.35,422.76,350.02
133.67,3.41,104.44,85.44,13.67,996.95,133.87,365.29
133.71,2.27,76.22,90.48,12.83,996.97,126.41,373.73
133.75,2.22,86.13,86.65,13.32,997.25,279.16,330.13
133.79,0.8,31.46,88.46,13.29,997.41,145.11,305.05
133.83,3.39,241.03,79.12,12.47,997.54,28.39,329.22
133.88,2.35,224.56,86.38,11.5,997.98,0.82,346.31
133.92,2.12,207.5,92.16,11.03,998.22,0.36,364.08
133.96,2.83,193.37,95.04,11.15,997.96,0.25,366.27
134,2.24,187.44,95.75,11.32,997.72,0.1,368.14
134.04,2.71,190.84,96.4,11.57,997.43,0.01,369.75
134.08,3.14,201.06,96.73,11.7,997.06,0.02,370.6
134.13,2.59,201.85,96.9,11.72,996.72,0.05,370.65
134.17,2.84,200.1,97.01,11.7,996.43,0.05,370.58
134.21,2.76,199.79,97.07,11.79,996.18,1.28,371.07
134.25,3.88,214.34,97.12,11.74,996.31,11.82,370.93
134.29,3.96,216.99,97.16,11.55,996.27,35.75,370.21
134.33,4.35,210.04,97.18,11.45,996.33,60.88,370.17
134.38,4.76,215.85,97.22,11.48,996.44,86.71,370.46
134.42,4.17,223.1,95.2,12.17,996.68,311.17,368.26
134.46,4.74,221.92,86.53,13.1,996.62,487.17,361.88
134.5,3.95,215.87,86.29,12.93,996.22,402.13,362.37
134.54,3.07,189.27,80.12,13.83,995.68,563.96,361.1
134.58,3.5,177.6,76.32,14.38,995.23,374.76,364.26
134.63,4.18,187.76,86.13,13.04,994.84,112.49,368.62
134.67,4,176.48,91.62,12.24,994.29,174.49,364.99
134.71,4.34,173.05,88.88,12.36,993.76,113.57,365.59
134.75,4.35,179.51,85.06,12.26,993.36,118.24,358.33
134.79,5,167.47,89.36,11.62,992.79,22.66,359.83
134.83,4.36,166.64,90.31,11.23,992.38,9.06,350.17
134.88,3.56,164.64,91.24,10.85,991.67,0.36,351.06
134.92,4.75,156.09,93.47,10.86,991.03,0.18,361.92
134.96,4.9,165.35,93.67,11.07,990.25,0.14,363.18
135,5.59,170,93.86,11.24,989.57,0.12,361.72
135.04,5.44,168.51,94.19,11.23,988.62,0.2,364.42
135.08,4.96,156.56,95.72,10.98,987.71,0.02,365.44
135.13,4.81,168.52,96.18,11.08,987.09,0.02,366.66
135.17,4.33,173.77,96.69,11.11,986.3,0.01,366.94
135.21,4.64,182.85,96.87,11.19,986.07,0.6,367.37
135.25,4.34,193.74,97.01,11.26,985.91,6.04,368.42
135.29,2.92,162.7,97.08,11.29,985.25,12.87,368.05
135.33,3.71,172.26,97.14,11.35,985.03,51.74,367.58
135.38,4,178.57,97.16,11.7,985.02,249.57,347.98
135.42,3.95,189.41,95.24,12.05,985.09,134.78,370.31
135.46,3.79,189.05,94.32,11.61,985.22,125.88,366.48
135.5,2.43,227,95.11,11.96,985.38,319.21,370.68
135.54,3.77,249.58,88.05,13.69,985.46,518.3,367.11
135.58,4.77,261.44,84.92,13.37,985.73,267.48,360.39
135.63,3.94,260.83,81.65,13.73,986.21,260.8,365.85
135.67,5.18,252.57,77.79,14.15,986.55,269.75,355.03
135.71,4.35,254.34,78.29,13.68,987,135.15,359.99
135.75,4.94,252.04,80.71,13.14,987.48,104.54,353.05
135.79,5.29,244.88,87.11,12.47,987.94,88.95,329.77
135.83,3.04,242.07,91.74,11.53,988.22,15.63,292.01
135.88,3.06,233.44,91.33,11.05,988.73,1.8,284.16
135.92,3.21,222.51,92.06,11.29,989.55,1.14,327.77
135.96,2.45,213.04,94.05,11.16,989.79,0.33,352.48
136,2.25,199.29,94.67,11.02,989.82,0.19,360.87
136.04,2.61,201.85,96.02,11.11,989.85,0.09,366.37
136.08,2.23,200.29,96.33,11.14,989.46,0.02,367.25
136.13,3.1,200.7,96.2,11.19,989.31,0.05,367.23
136.17,4.26,213.29,96.26,11.3,989.35,0.06,367.98
136.21,3.61,208.37,96.06,11.25,989.39,2.03,367.61
136.25,3.48,203.67,96.25,11.37,989.45,12.34,368.6
136.29,4.49,200.73,95.87,11.53,989.34,105.13,370.78
136.33,4.22,196.03,94.22,11.68,989.28,98.74,371.15
136.38,5.28,195.37,87.9,12.41,989.28,275.44,362.15
136.42,5.72,199.26,86.27,12.92,989.12,409.1,358.55
136.46,5.26,194.48,87.26,12.42,989.26,169.93,370.12
136.5,4.54,192.53,92.66,12.07,989.29,73.63,371.93
136.54,5.37,205.97,94.91,12.64,989.42,277.94,375.08
136.58,5.82,222.5,84.52,14.23,989.6,561.95,366.23
136.63,5.23,235.95,77.15,14.04,989.72,361.47,362.13
136.67,5.02,225.58,78.57,14.18,989.69,344.63,353.22
136.71,5.93,230.44,77.8,13.79,990.04,234.11,349.31
136.75,5.36,228.24,79.91,13.17,990.41,148.37,359.45
136.79,3.36,219.47,86.73,12.56,990.72,46.71,360.68
136.83,3.05,212.41,88.33,12.14,990.76,18.5,329.53
136.88,3.33,213.4,92.81,11.27,991.37,0.16,335.73
136.92,3.02,206.77,94.76,11.43,991.61,0.23,364.77
136.96,3.52,197.01,95.46,11.68,991.54,0.2,368.27
137,3.34,194.66,96.19,11.81,991.31,0.22,369.12
137.04,4.35,194.89,96.64,11.83,990.97,0.05,370.83
137.08,4.16,199.04,96.9,11.61,990.39,0.05,369.84
137.13,3.53,188.49,97.01,11.35,989.95,0.13,368.4
137.17,3.61,179.76,97.04,11.42,989.51,0.08,369.02
137.21,3.67,167.5,97.08,11.49,988.7,1.22,369.48
137.25,3.6,160.51,97.11,11.48,987.85,8.02,369.21
137.29,4.87,163.14,97.15,11.89,986.97,23.19,371.33
137.33,5.97,154.61,97.15,11.97,985.92,35.38,371.59
137.38,5.73,164.76,97.03,11.47,984.93,53.28,367.29
137.42,6.83,150.04,95.46,11.03,983.24,43.8,364.63
137.46,7.57,141.33,95.67,11.08,981.23,46.04,366.08
137.5,7.44,140.95,96.15,11.51,978.63,26.91,368.55
137.54,7.94,180.24,96.55,12.67,976.8,65.51,375.27
137.58,9.11,209.03,93.43,13.21,976.15,137.56,374.15
137.63,9.18,209.79,91.48,12.84,975.8,228.91,370.66
137.67,10.1,215.8,90.18,12.05,975.36,147.25,366.84
137.71,8.69,227.18,92.12,11.76,975.63,98.5,366.27
137.75,9.61,225.47,88.55,12.09,975.95,71.84,362.14
137.79,9.97,227.3,86.8,12.09,976.25,29.52,360.08
137.83,7.44,232.13,92.53,11.44,976.73,6.29,364.27
137.88,8.36,233.3,88.51,11.54,977.44,1.42,355.82
137.92,7.68,239.6,89.83,11.2,978.19,0.08,358.95
137.96,8.34,237.91,85.81,11.25,978.24,1.08,332.49
138,7.44,235.34,86.41,10.71,978.79,1.28,308.17
138.04,7.11,237.43,86.01,10.41,978.97,1.81,298.85
138.08,5.72,227.77,85.37,10.14,979.09,1.53,299.97
138.13,5.72,224.88,86.73,10.11,978.77,1.16,315.08
138.17,5.74,227.26,88.22,10.03,978.36,0.75,329.17
138.21,6.57,219.53,88.6,10.17,977.93,8.65,338.45
138.25,7.76,218.78,87.3,10.29,977.2,88.41,337.35
138.29,7.55,220.81,84.55,10.65,976.59,168.12,333.68
138.33,9.16,219.34,84.8,10.83,975.57,166.39,348.83
138.38,10.68,213.93,84.37,11.03,974.71,169.2,357.73
138.42,10.72,220.05,87.43,10.97,974.1,217.97,360.68
138.46,9.72,220.44,90.45,10.86,973.58,290.06,361.55
138.5,7.59,222.91,91.86,10.7,973.64,284.22,356.42
138.54,8.26,226.1,92.73,10.53,973.13,106.76,361.09
138.58,7.38,223.34,92.76,10.41,972.44,192.65,360.03
138.63,7.05,223.07,92.21,10.57,971.76,354.59,359.24
138.67,4.9,224.97,93.42,10.62,971.21,241.3,360.66
138.71,4.4,245.57,91.88,11.06,971.22,174.03,344.6
138.75,4.62,258.38,87.33,11.41,971.77,118.47,349.01
138.79,5.21,248.96,88.26,11,971.8,51.11,357.78
138.83,4.88,277.44,93.99,10.72,972.66,7.23,361.88
138.88,5.83,278.19,90.87,10.56,974.25,1.21,356.9
138.92,4.84,270.18,91.05,10.52,975.59,0.99,355.27
138.96,6.35,282.31,88.55,10.67,976.48,0.59,353.03
139,5.69,276.35,91.43,10.16,977.66,0.45,355.66
139.04,5.73,279.6,89.16,10.24,978.65,1.19,354.89
139.08,6.34,279.87,86.37,10.54,979.19,1.29,351.17
139.13,5.46,274.41,89.91,10.08,980.04,0.78,354.88
139.17,3.87,251.21,92.98,9.5,980.46,0.59,348.81
139.21,4.51,260.82,92.03,9.42,980.83,6.31,333.53
139.25,4.91,250.61,89.38,9.47,981.34,31.8,343.76
139.29,4.56,256.36,89.77,9.75,981.62,139.47,300.33
139.33,5.16,260.85,86.91,10.31,981.35,206.03,310.44
139.38,5.33,239.45,80.98,11.04,981.25,406.82,325.42
139.42,5.75,236.79,78.51,11.42,980.86,625.96,338.49
139.46,3.9,218.55,77.89,10.73,980.07,218.44,352.97
139.5,3.11,201.65,84.92,10.86,979,322.97,361.84
139.54,3.7,164.32,94.21,10.88,977.5,268.24,367.25
139.58,5.14,203.35,94.8,11.69,976.24,293,373.55
139.63,5.14,211.88,88.84,12.32,974.97,207.91,372.47
139.67,5.52,205.36,95.13,11.58,973.79,189.4,372.11
139.71,5.62,220.46,93.83,11.97,972.58,173.71,371.65
139.75,5.27,221.95,91.87,11.84,971.57,113.15,366.18
139.79,5.4,233.15,91.48,11.47,970.65,68.38,362.25
139.83,5.8,238.25,90.81,10.66,969.75,21.01,293.57
139.88,3.46,245.68,92.13,9.86,969.31,1.05,297.25
139.92,1.62,238.8,89.23,8.47,968.74,1.76,301.35
139.96,2.01,233.13,93.8,7.83,968.13,1.72,300.19
140,1.39,239.5,95.25,7.5,967.99,1.05,323.3
140.04,2.18,241.78,94.76,6.64,967.54,2.24,301.24
140.08,2.05,292.52,88.06,6.32,967.16,3.82,255.54
140.13,0.39,191.5,88.7,4.84,967.46,1.98,286.54
140.17,2.65,250.05,89.59,6.52,967.62,1.74,324.72
140.21,2.2,251.75,93.09,7.34,968.08,3.45,345.9
140.25,4.86,294.81,92.99,9.26,969.04,23.88,354.19
140.29,6.49,324.34,91.7,9.49,970.25,80.76,352.21
140.33,5.48,330.37,89.65,9.54,971.7,102.39,352.61
140.38,4.37,331.49,88.64,10.24,972.81,359.09,349.89
140.42,5.75,340.41,79.79,11.76,973.47,685.98,313.59
140.46,4.86,331.65,76.83,12.33,974.61,643.14,327.87
140.5,4.74,339.31,77.61,12.02,975.34,427.2,343.37
140.54,3.57,340.25,76.8,12.31,975.98,317.17,352.75
140.58,3.32,345.15,76.05,12.2,976.57,198.42,355.25
140.63,3.09,352.01,74.67,12.52,976.84,292.98,349.88
140.67,2.91,348.26,77.04,12.37,977.08,498.21,336.8
140.71,3.57,338.24,68.47,12.87,977.52,386.91,318.99
140.75,3.39,342.44,67.65,12.53,977.45,204.86,323.36
140.79,2.92,331.62,70.42,11.46,977.5,68.43,342.84
140.83,1.68,347.47,75.69,10.45,977.39,34.19,307.62
140.88,2.8,5.91,80.14,9.62,977.3,0.74,309.4
140.92,2.67,351.95,84.96,8.84,976.97,1.46,302.58
140.96,2.37,17.57,85.04,8.83,976.56,0.73,325.96
141,2.61,20.85,85.66,8.85,975.74,0.47,337.64
141.04,2.37,31.51,87.43,8.67,974.87,1.11,341.75
141.08,2.23,47.19,90.19,8.25,973.72,1.23,341.21
141.13,1.72,67.98,92.4,8.13,972.4,0.6,344.1
141.17,3.02,97.46,95.45,8.58,970.98,0.02,352.99
141.21,3.44,95.28,95.75,8.32,969.48,1.83,350.11
141.25,4.99,99.39,95.57,8.61,968.18,12.07,351.24
141.29,5.53,90.04,94.24,8.38,966.7,20.23,351.06
141.33,5.41,93.35,95.65,8.83,965.32,18.44,353.95
141.38,5.8,98.52,96,9.38,963.48,36.56,357.53
141.42,3.1,111.75,96.38,10.01,962.92,19.48,360.4
141.46,3.13,137.19,96.15,11.18,962.08,287.32,366.32
141.5,5.63,195.46,94.37,11.54,961.81,420.85,366.6
141.54,6.09,200.42,88.68,11.74,961.68,550.18,358.36
141.58,4.6,202.57,88.42,11.86,961.34,498.05,369.12
141.63,5.12,182.32,87.8,11.59,961.3,337.78,360.1
141.67,4.14,180.47,88.72,11.53,961.01,356.61,361.45
141.71,3.17,161.45,89.61,11.11,960.82,277.61,353.11
141.75,3.45,125.97,82.12,11.49,960.95,324.65,336.85
141.79,2.81,81.19,88.3,10.85,960.76,127.8,349.17
141.83,4.96,358.01,92.71,8.72,960.93,21.49,352.79
141.88,6.96,359.89,94.84,6.42,961.31,0.84,341.16
141.92,7.13,10.64,94.81,5.81,962,0.15,338.92
141.96,7.97,6.61,95.29,4.99,962.59,0.24,334.91
142,8.31,7.48,95.94,4.62,963.07,0.31,333.12
142.04,7.72,5.54,94.93,4.76,963.9,0.26,332.99
142.08,7.45,6.65,94.37,4.92,964.67,0.36,333.58
142.13,8.04,1.88,93.4,5.19,965.71,0.36,333.73
142.17,8.74,358.42,91.19,5.37,966.51,0.91,333.23
142.21,9.18,358.94,88.13,5.69,967.39,10.44,331.08
142.25,9.08,349.38,85.7,5.64,969.2,42.94,329.17
142.29,10.25,345.72,85.55,5.35,970.96,167.95,321.08
142.33,7.45,346.11,84.14,5.66,972.84,139.12,330.83
142.38,7.14,341.94,79,6.18,974.42,195.56,327.38
142.42,7.56,342.08,73.34,7.07,975.82,417.72,327.49
142.46,6.71,346.2,68.16,7.87,977,543.47,321.12
142.5,6.41,335.94,63.16,8.37,977.84,661.66,299.41
142.54,8.14,322.33,61.97,8.73,978.84,602.36,309.23
142.58,8.05,328.73,60.78,8.86,979.76,796.97,277.6
142.63,8.18,325.13,57.21,9.02,980.76,640.29,284.29
142.67,7.93,323.89,55.26,9.16,981.69,591.2,305.25
142.71,6.56,321.88,58.27,8.59,982.8,364.34,275.85
142.75,6.73,320.54,57.33,8.65,984.02,364.57,283.9
142.79,5.47,321.01,58.97,8,985.05,179.09,264.86
142.83,3.23,305.23,60.87,6.72,985.88,27,246.45
142.88,1.72,291.1,72.86,5.09,986.56,-0.78,246.29
142.92,1.49,281.94,77.12,4.59,987.2,-2.3,249.7
142.96,0.62,253.9,87.21,2.73,987.54,-1.46,272.1
143,0.77,264.48,83.07,3.54,987.89,-2.18,258.41
143.04,0.93,223.52,88.19,2.44,988.1,-2.33,245.48
143.08,0.79,241.24,89.95,2.22,988.25,-1.66,245.5
143.13,1.06,260.73,89.27,2.88,988.45,-1.65,247.88
143.17,1.83,291.28,90.36,3,988.6,-1.52,249.86
143.21,0.91,260.7,92.67,2.25,988.68,17.06,247.99
143.25,0.75,258.89,92.26,3.13,989.03,110.83,255
143.29,1.98,215.11,88.57,4.88,989.28,256.38,250.77
143.33,4.23,242.12,83.6,7.18,989.27,334.32,298.25
143.38,4.83,251.31,79.98,8.3,989.38,436.79,316.67
143.42,6.02,248.03,77.73,8.35,989.27,438.64,321.87
143.46,4.6,250.73,82.46,9.12,989.19,348.33,342.13
143.5,6.13,254.75,75.28,9.85,989.22,456.17,333
143.54,7.38,249.73,73.99,10.17,989.3,613.84,328.99
143.58,6.17,248.7,74.32,10.54,989.3,458.97,339.01
143.63,5.78,268.96,72.58,10.28,989.2,368.27,338.65
143.67,6.07,268.85,80.94,9.1,989.18,552.19,326.66
143.71,5.43,262.86,78.34,10.1,989.13,466.8,304.75
143.75,5.53,251.88,81.26,9.27,989.27,314.75,313
143.79,4.82,257.88,80.91,8.99,989.46,119.09,291.66
143.83,4.68,251.6,86.77,8.22,989.63,32.77,333.81
143.88,3.26,242.55,86.02,7.78,990.03,1.08,323.32
143.92,2.52,241.05,86.95,7.48,990.43,-0.74,312.63
143.96,1.7,183.39,90.82,6.73,990.43,-0.7,311.94
144,2.53,238.03,88.47,6.7,990.32,-1.69,278.95
144.04,1.8,217.4,91.28,6.61,989.94,-0.64,337.5
144.08,2.6,230.79,92.38,6.56,989.63,-1.43,322.19
144.13,1.88,263.39,91.23,6.17,989.68,-1.55,316.81
144.17,3.07,248.03,89.86,6.51,989.87,-1.53,300.72
144.21,2.66,273.15,89.61,6.44,989.91,16.5,275.56
144.25,3.25,293.18,87.78,6.84,990.66,39.73,336.14
144.29,3.5,280.93,83.93,7.46,991.33,147.49,312.16
144.33,2.91,290.57,83.83,7.89,991.94,246.22,332.86
144.38,2.14,283.71,79.51,8.93,991.91,200.17,336.05
144.42,3.09,251.12,81.75,8.54,992,135.96,340.71
144.46,3.52,236.35,87.13,8.25,991.99,201.22,348.32
144.5,3.56,222.16,89.27,8.36,991.71,221.52,348.4
144.54,1.64,192.46,90.21,8.2,990.85,197.62,354.27
144.58,1.83,145.95,90.84,8.13,990.26,172.36,353.21
144.63,2.48,127.55,93.35,7.99,989.64,189.85,355.55
144.67,2.9,88.55,92.85,8.14,988.86,218.07,356.36
144.71,2.84,91.97,92.62,8.3,988.43,127.76,352.91
144.75,2.79,82.87,93.12,8.36,988.18,123.46,350.35
144.79,1.7,87.72,91.64,8.38,988.09,105.08,331.35
144.83,1.1,100.66,89.95,8.57,988.72,34.28,321.12
144.88,0.52,5.38,92.2,8.1,989.3,0.92,319.24
144.92,0.46,342.22,94.02,7.79,989.66,-1.41,300.5
144.96,0.44,303.38,94.42,6.42,989.81,-1.11,311.98
145,0.41,355.24,95.18,6.08,990.1,-1.4,316.06
145.04,0.5,263.84,95.38,6.14,990.26,-0.77,327.65
145.08,0.67,246.73,95.39,6.36,990.96,-0.52,332.21
145.13,0.66,265.01,95.27,6,991.44,-0.44,332.9
145.17,0.52,59.47,95.14,6.4,991.83,-1.3,327.28
145.21,0.58,320.68,94.5,5.99,992.47,10.01,320.73
145.25,0.43,243.19,93.4,7.18,993.19,163.16,324.15
145.29,0.77,217.31,93.77,7.79,993.65,139.87,295.14
145.33,1.33,204.09,92.89,8.41,993.98,231.91,316.42
145.38,2.3,197.18,88.6,9.42,994.37,332.49,325.8
145.42,3.53,198.3,87.12,9.96,994.74,298.83,354.52
145.46,3.78,198.67,82.48,10.56,994.8,372.67,358.87
145.5,3.16,193.83,88.5,10.48,994.82,202.95,360.16
145.54,3.13,196.56,92.06,10.52,995.1,150.17,361.94
145.58,2.92,191.11,94.69,10.58,994.97,175.07,364.37
145.63,2.68,209.27,95.14,11.02,994.94,252.31,367.55
145.67,1.75,185.37,92.96,11.85,994.82,160.68,370.87
145.71,1.6,153.52,94.36,12.04,994.69,61.88,372.26
145.75,1.68,192.33,95.33,12.34,994.6,56.04,373.7
